infotext,activity,children,culture,food,nature,night,season
"김포 해병대 문화축제는 해병대의 강인한 정신과 전통을 기념하는 행사이다. 해병 장비 전시 및 체험, 청룡부대 출정식, 의장대·군악대 합동공연, 문화공연, 체험부스, 군대 먹거리 등이 마련되며, 시민들이 해병대 문화를 직접 체험하고 소통할 수 있다. 대표 프로그램 <br>
- 군악대·의장대 합동공연, 청룡부대 출정식, 문화공연, 해병대 장비 전시 및 체험 프로그램 등	",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"하전바지락 오감체험 페스티벌은 전국 최대산지 고창 바지락을 테마로 한 해양축제이다. 대표프로그램은 조개캐기 체험으로서 자연 그대로의 갯벌이 살아 숨 쉬는 고창 심원에서 연인, 자녀, 가족과 함께 갯벌에 서식하는 다양한 생물을 만나고 조개를 캘 수 있다. 이 외에도, 바지락 무료나눔 및 시식, 바지락을 재료로 한 요리 경연대회 및 요리 전문가와 관광객이 함께하는 바지락 요리 쇼, 300여명이 트랙터를 타고 세계자연유산 고창갯벌을 누비는 갯벌 퍼레이드, 살아있는 장어를 직접 손으로 잡아 가져갈 수 있는 장어잡기 체험, 그리고 고창지역의 특산물 바지락을 활용한 먹거리와 직거래장터 등을 운영한다. - 조개캐기 체험: 물때에 맞춰 청정 고창갯벌에서 바지락, 동죽 등 신선한 조개를 직접 캐는 즐거운 체험<br>
- 갯벌퍼레이드: 트랙터를 타고 세계자연유산으로 지정된 고창갯벌을 달리며 색다른 버스킹 공연 감상<br>
- 바지락 무료나눔: 선착순으로 두 손 가득 싱싱한 바지락을 무료로 가져갈 수 있는 특별한 기회<br>
- 장어·향어 잡기 체험: 풀장에서 헤엄치는 장어를 맨손으로 잡아 직접 손질하여 가정에서 즐길 수 있음<br>
- 스탬프 미션: 가족이 함께 다양한 체험프로그램에 참여하여 스탬프를 모으면 특별 기념품 증정<br>
- 바지락 할인판매: 신선한 바지락, 장어, 김을 시중가 대비 30% 할인된 가격에 구매 가능<br>
- 바지락 요리경연대회: 바지락을 활용한 창의적인 요리 실력을 겨루는 대회<br>
- 바지락 요리 쇼: 전문 요리사와 조리과 학생들이 관광객과 함께 선보이는 특별 바지락 요리 시연<br>
- 바지락 전국 가요제: 전국 각지의 노래 실력자들이 모여 실력을 겨루며, 우승자에게는 상금 수여",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"서산팔봉산감자축제는 감자축제 전용 축제장인 팔봉산 어울림마당(팔봉면 양길리 827번지 일원)에서 진행되는 축제이다. 팔봉면 주민이 주체가 되어 주민주도형 축제로 강화되었으며, 팔봉산 감자와 지역 농특산물의 우수성을 홍보하고, 지역 이미지를 제고하는 홍보의 장을 마련하기 위한 축제이다.
감자와 지역 특산물을 이용한 특색있는 먹거리 코너뿐 아니라 가마솥 찐감자, 버터감자 등 무료시식 코너를 통해 먹거리 축제로 장착해가고 있다. 감자탑, 감자품종 전시 등 다양한 볼거리와, 포토존, 농특산물 판매장, 감자캐기 체험 등 즐길거리 프로그램으로 구성되어 있다. 감자골 노래자랑, 감자 이색 게임 등 관광객들이 즐길 프로그램이 다양하고, 관내 중학교(팔봉중학교)와 연계한 체험 부스도 운영하고 있다. 1. 먹 거 리 : 팔봉산 감자요리, 가마솥 찐감자·버터감자 무료시식 등<br>
2. 즐길거리 : 감자캐기체험, 농특산물 즉석경매, 감자 이색게임, 노래자랑, 황금감자찾기, 물고기잡기, 물풍선 던지기 등 <br>
3. 공연행사 : 초청가수(유지우, 최정선, 세컨드), 평양예술단, 문화복지센터 공연 등<br>
4. 기타 : 감자탑, 감자품종전시, 감자요리전시, 페이스타투 등 ",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"남당항과 천수만 일원에서 12월부터 이듬해 3월 사이에 주로 잡히는 새조개는 살이 매우 통통하고 커서 제철을 이루고 있다. 새조개는 쫄깃하고 담백한 감칠맛이 특징이며, 단백질과 철분, 타우린 및 필수 아미노산 등의 영양소가 풍부하며 많은 이들의 사랑을 받고 있다. 새조개축제는 한 겨울 동안 열리고 있으며, 많은 관광객이 찾고 있다. 메인프로그램 :  국내 정상급 가수(황민호, 조승구)들의 화려한 무대, 홍성문화공연, 관광객 노래자랑 등
 ",0.0,0.0,1.0,0.0,0.0,0.0,1.0
"'어린이날 도서관 큰 잔치'는 국립어린이청소년도서관이 매해 개최하는 어린이날 행사로, 어린이가 주체가 되어 온가족이 함께 즐길 수 있는 독서문화 프로그램이다. 올해는 '책과 떠나는 신나는 모험'이라는 주제로 어린이들이 책을 통해 새로운 세계를 경험하고 상상력을 키워나가도록 기획되었다. 해당 행사에서는 어린이들이 자신의 감정과 마음을 책 속의 얼굴을 통해 나누고 표현하는 '나를 닮은 책 속의 얼굴' 공모전 시상식도 열리며, 책을 원작으로 한 OST 콘서트와 어린이 인형극, 그림책 작가와 함께하는 그림책 감상 및 만들기 활동, 어린이가 직접 참여하는 도서관 골든벨 및 팝업북 만들기 등 책 속 이이기와 상상을 살아 숨 쉬는 경험으로 만들어줄 다채로운 프로그램이 가득하다. 1. 메인 프로그램 : 개막행사, '나를 닮은 책 속의 얼굴' 공모전 시상식<br>2. 문화공연 : 책 OST 콘서트, 어린이 인형극, 매직버블벌룬쇼, 도서관 골든벨<br>3. 체험 프로그램 : 그림책 작가와 함께, 만들기 체험활동, 북아트 워크숍<br>4. 기타 내용 : 가족 놀이터, 가족 쉼터, 미션챌린지, 관내 프로그램 등",0.0,1.0,1.0,0.0,0.0,0.0,0.0
"월출산 국화축제에서 다양한 국화 전시와 함께 짙은 가을의 향기를 만끽할 수 있다. 축제 구역 곳곳에는 아름다운 조형물과 포토존이 마련되어 있으며 입구부터 시작해 주차장, 기념비광장, 야외공연장, 어린이 놀이터까지, 다채로운 볼거리가 가득한 월출산에서 가을의 매력을 느껴볼 수 있다.  메인프로그램 : 국화전시, 분재 및 조형물 전시",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"2025 울산조선해양축제는 2025년 7월 18일(금)~20일(토) 3일간 해양관광도시 울산광역시 동구 일산해수욕장에서 열리는 행사이다. 18일 금요일 축하공연으로 이루어진 개막식을 시작으로 기발한배 콘테스트, 나이트런 일산과 같은 전 연령대를 아우르는 킬러 콘텐츠가 펼쳐진다. 또한 동구관광투어와 해양레포츠체험 같은 다채로운 체험·참여·전시·투어 프로그램을 제공한다. 이 외에도 일산 EDM 페스티벌, 야심한 밤에 버스킹 등 여러 장르의 무대 프로그램이 있다. 그뿐만 아니라 일산 썸머빌리지와 같은 해변 휴게공간도 마련되어 즐길 거리가 풍부하다. 1. 메인프로그램 : 기발한배 콘테스트, 나이트런 일산<br>
2. 부대프로그램 : 동구관광투어, 썸머빌리지<br>
3. 공연프로그램 : 일산 EDM페스티벌, 일산비치 워터밤, 야심한 밤에 등",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"충청북도 지방유형문화재 제28호로 천년을 이어온 동양 최고의 돌다리, 놀랍게도 생김새가 다른 돌이 어우러져 천년의 세월을 이겨낸 농다리를 테마로 개최하는 축제이다. 살아서 농사 짓기 위해 건너고 죽어서는 꽃상여에 실려 건너는 사람과 공존하는 다리, 바로 진천 농다리이다. 1. 주말 일반 -Program(3개) : 상설 버스킹, 농특(축)산물 판매장, 공예협회 플리마켓<br>2. 특정주말특화 -Program(10개) : 상여다리 건너기, 참숯 낙화놀이, 군립교향악단 음악회, 기놀이 및 판굿, 농다리 피크닉존, 농다리 이색 의복 체험, 잔디광장 영화제, 초평호 재즈페스티벌, 농다리 야행투어, 농다리 보물찾기<br>3. 주말상설 부대행사(4개) : 푸드존·푸드트럭 운영, 야간경관 및 유등 조형물, 소원지 작성 및 소원지 달기, 문인·미술·사진 전시회<br>4. 축제 첫째날 구성 :  버스킹 공연(잔디광장, 수변무대, 폭포카페 전망대), 군립교향악단 연주회(수변무대), 농다리 야행투어(유등조형물~농다리), 농다리 피크닉존, 농다리 이색 의복 체험",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"가을 서해 바다의 노을과 별빛이 어우러지는 태안에서 ‘서해 선셋 캠핑 페스티벌’이 개최된다. 이번 축제는 2025년 9월 19일부터 21일까지 3일간 태안 둘레길캠핑장에서 진행되는 행사이다. 축제는 친환경 캠핑을 주제로 하며 No Waste Clean Zone 운영을 통해 쓰레기 없는 캠핑을 실천하는 자리를 마련한다. 참가자는 친환경 캠핑 실천 공모전과 캠핑 브랜드 전시, 이벤트 등을 통해 자연 보존의 가치를 체험할 수 있다. 2박 3일 캠핑 참여자에게는 친환경 웰컴키트와 태안 로컬푸드 꾸러미가 제공된다. 주요 프로그램은 서해 노을을 배경으로 한 선셋 다이닝, 친환경 점화 낙화 체험, 로컬푸드 요리대회, 별자리 강연 및 관측, 공연과 버스킹 등으로 구성된다. 또한 가족 단위 참가자가 함께 즐길 수 있는 다양한 체험과 이벤트가 마련된다. 이 축제는 자연 보호와 지역 문화 체험을 동시에 경험할 수 있는 종합적인 캠핑 행사이다. 1. 메인 프로그램<br>-선셋 다이닝 & 공연 : 노을빛 풍경속, 로컬푸드 도시락과 지역 예술인 공연<br>-낙화 체험 & 감상 : 친환경 점화용 낙화 제작 및 밤하늘 감상<br>-별자리 강연 & 관측 체험 : 별자리 전문가와 함께 하는 강연 및 관측<br><br>2.부대 프로그램<br>-로컬푸드 캠핑 요리대회 : 태안 로컬푸드를 재료로 한 요리 대회<br>-버스킹 & 마술 공연 : 라이브 음악과 퍼포먼스로 캠핑장의 밤을 장식<br><br>3. 방문객 참여 프로그램<br>-친환경 캠핑 실천 아이디어 공모전 : 우수 아이디어팀에게 캠핑 용품 증정<br>-쓰레기 없는 캠핑 존 운영 : 캠핑장에서 나온 쓰레기 되가져가기<br>-캠핑 브랜드 전시 & 이벤트 : 중고 용품 교류, 할인 행사<br><br>4. 기타 내용<br>-온 가족 체험 & 이벤트 존 : 친환경 천연비누 만들기, LED 쥐불놀이, 싱잉볼 명상, 충남 관광 퀴즈 보물찾기, 즉석 사진 인화, 추억의 쫀드기 등<br>-참가자 혜택 : 2박 3일 캠핑 참여 시 친환경 웰컴키트와 태안 로컬푸드 꾸러미 제공",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"제28회 포천 산정호수 명성산 억새꽃축제는 산정호수 축조 100주년을 기념하여 2025년 10월 17일부터 19일까지 3일간 포천시 산정호수 및 명성산 일원에서 개최된다. 이번 축제는 ‘100년의 산정호수, 새로운 100년을 향한 여정’을 주제로 진행되며, 억새와 단풍이 어우러진 가을 정취 속에서 다양한 체험과 공연, 야간 프로그램이 운영된다. 낮에는 억새공방, 컬러링 체험, 구절초 체험, 1년 후에 받는 편지 등 참여형 프로그램이 마련되어 있으며, 가족 단위 관광객이 즐길 수 있는 체험형 콘텐츠로 구성된다. 저녁 시간에는 수상 불꽃극, 유등 전시, 사일런트 디스코 등 야간 프로그램이 진행되어 산정호수의 경관과 함께 특별한 볼거리를 제공한다. 또한 지역 예술인과 주민이 참여하는 공연과 퍼레이드가 열려 축제의 의미를 더한다. 이번 축제는 지난 100년 동안 산정호수를 지켜온 지역사회와 포천시의 노력을 기념하며, 포천의 대표 관광지로서 새로운 100년의 비전을 제시하는 행사가 될 것이다. 1. 대표프로그램(5개): 산정호수 축조 100주년 기념 행사 ‘수상 불꽃극’, 억새 포크 콘서트, 억새 카니발, 억새 군락지 미션 트레킹, 억새 버스킹 프로포즈<br>2. 주제 프로그램(8개): ‘하늘을 여는 소리’ 명성산 산신제, 억새 소원길 & 억새 놀이터, 명성산 궁예의 전설 해설투어, 명성산 숲해설, 억새 운수 뽑기, 억새 막믈리에 체험, 산정호수 타임머신 100년 전(展), 산정공화국 패밀리런<br>3. 참여·체험 프로그램(8개): 1년 후에 받는 편지 ‘빨간우체통’, 억새 인생 네컷, 둘레길 스탬프투어, 억새 아트 공방, 억새 캘리그라피, 산정의 향기 디퓨저 만들기, 작은 말타기 체험, 포천 구절초 체험<br>4. 차별화된 프로그램(5개): 야간 달집 소원탑, 고요한 댄스파티 ‘사일런트 디스코’, 전투장비 전시체험, 군복 체험, 이등병의 편지<br>5. 연계 프로그램(5개): 산정호수 유등전시, 산정호수 예술무대, 산정호수 인생사진관, 억새 군락지 시화전, 포천 시립극단 ‘억새 거리 상황극’, 포천시립민속예술단 ‘억새 풍류’<br><br>[이용요금]<br>-무료(일부 체험프로그램 유료)<br>- 일부 체험프로그램(억새 공방, 디퓨저 만들기, 억새인생사진관 등) 1,000원~2,000원의 이용료 발생",1.0,0.0,0.0,0.0,1.0,0.0,0.0
" 목포 근대 역사문화공간 일원에서 집적된 문화유산과 함께 100년전 시간여행을 하는 목포 문화유산 야행은 관람객에게 새로운 경험을 선사한다. 8夜 프로그램<br>1. 야경: 야행포토존, 문화유산 색을 입다, 문화유산 야간 유람, 목포의 밤, 네온을 만나다  등<br>2. 야화: 해설이 있는 옥공예 전시, 근대 추억속으로(경성복 체험), 내가 찾은 도자기의 빛 등<br>3. 야로: 풍물 퍼레이드, 근대거리 코스튬 등<br>4. 야시: 플리마켓, 금속공예체험 등<br>5. 야설: 명창을 만나다, 명무의 춤, 맥, 야간 역사관 해설 투어 등<br>6. 야식: 목포술야, 목포음식 푸드트럭, 남도시락만찬회<br>7. 야사: 시간여행콘서트, 밤, 문화유산 그리고 음악, 개항장산다이, 갱번놀음 등<br>8. 야숙: 목포에서 하룻밤",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"올해로 30회를 맞이한 광주시 남한산성문화제는 지난 세월 동안 남한산성의 역사적 가치를 되새기며 세계유산으로서의 위상을 국내외에 알리는 대표 문화유산 축제로 자리매김해왔다. 
이번 축제는 '시간의 성벽'이라는 주제 아래 병자호란의 기억과 항전의 정신, 그리고 조선의 방어 거점으로서의 남한산성의 위대한 문화유산을 지켜온 우리들의 이야기를 현대적으로 해석한다.   1. 메인프로그램: 개막식 축하공연(재즈아티스트 나윤선 외), 그루브 in 산성(산성칵테일파티/일렉트로닉 이디오테잎 외), 성곽의밤 수호의 아침(역사힐링캠프)<br>

2. 부대프로그램: 산성풍미(먹거리장터), 성곽놀이터, 시간의 성벽(역사 탐방 프로그램), 효종갱 시식 챌린지 등<br>

3. 소비자 참여 프로그램: 선비.다례체험, 아트마켓, Together! 대동퍼레이드<br>

4. 기타: 산성풍미(지역상인 먹거리장터) 운영, 무료 셔틀버스 운영(경기광주역- 행사장/ 남한산성면 행정복지센터-행사장 ※자세한 내용은 홈페이지 참고) ",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"죽변항 수산물축제는 울진군 죽변항 일원에서 11월 7일부터 11월 9일까지 개최되는 지역 대표 축제이다. 울진의 신선한 수산물을 주제로 다양한 체험과 공연, 경매 프로그램이 진행되는 축제이다. 주요 프로그램으로는 맨손 활어잡기, 수산물 해체쇼, 물회 퍼포먼스, 바다공방 체험 등이 있으며, 개막축하공연에는 이찬원과 황윤성이 출연한다. 축제 기간 동안 울진의 바다를 배경으로 한 어선 퍼레이드와 수산물 즉석경매가 진행되어 풍성한 볼거리와 먹거리를 제공한다. 또한 희망울진특별전, 울진군 화합의 거리, 울진바다거리 등 다양한 테마 부스가 운영되어 지역 수산물과 특산품을 한자리에서 만날 수 있다. 본 축제는 지역 어민과 관광객이 함께 어우러지는 화합의 장으로, 울진 수산업의 우수성과 지역경제 활성화를 목표로 하고 있다. 개막행사 : 개막식, 어선퍼레이드, 불꽃놀이 등<br>
공연행사 : 축하공연, 지역 연예인 공연, 수산물해체쇼 등<br>
참여행사 : 죽변항가요제, 수산물경매, 맨손활어잡기, 물회퍼포먼스, 수산물해체쇼, 미니올림픽 등<br>
상시행사 : 농·수 특산물 전시/판매장, 어등포토존 등",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"게임을 매개로 모든 세대가 참여하고 소통할 수 있는 게임문화행사를 통해 게임의 문화적 가치를 확산하고 올바른 게임문화를 조성한다. 1. 주요 프로그램1 : 게임 IP 전시 체험관 (국내외 인기 게임의 세계관을 반영한 몰입형 체험존에서 게임 콘텐츠 전시 및 체험)<br>
2. 주요 프로그램2 : 게임 원화 갤러리 (주요 게임사의 원화 전시가 진행되어, 총 12개 게임의 원화 공개)<br>
3. 상설 프로그램 : 게임 OST 감상존, AR홀로그램 포토존, 코스프레 체험존, 드로잉스튜디오, PC 및 보드게임, 아케이드게임 체험존 등<br>
4. 이벤트 프로그램 : 미션 게임을 통한 기념품 배포(프로그램 완료한 분들 대상으로 제공 등), 캐리커쳐이벤트(주말), 코스어 타임어택(주말), 게임 OST 공연(9/6), 이스포츠대회(9/13-14)",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"제39회 이천도자기 축제는 경기도 이천시 이천도자예술마을, 사기막골 일대에서 열리는 도자기문화 행사이다, 이천은 예로부터 도자기의 원료가 되는 양질의 흙과 우수한 가마 기술을 보유하여 국내외로 명성을 얻은 지역이다. 전통과 현대를 아우르는 다양한 도자 작품이 이곳에서 생산된다. 축제기간동안 도예가와 관람객이 한자리에 모여 도자기의 역사·예술적 가치를 재조명하고, 물레 체험이나, 대형도자기 소원 글쓰기 등 체험 프로그램을 통해 직접 도자 제작 과정을 경험한다. 판매 부스에서는 전통 기법을 살린 도자기부터 현대적인 디자인 작품까지 폭넓게 전시·판매 된다. 또한 학술 세미나, 도자기 공모전, 공연 등 연계프로그램이 함께 진행되어 문화·예술 교류의 장이 된다. 지역 도예 업계 종사자와 주민이 적극적으로 참여하여 지격경제 활성화에 기여하며, 축제를 통해 이천 도자문화의 우수성과 한국 도예의 국제적 경쟁력을 널리 알리는 역할을 한다. 1. 메인프로그램 : 전시(명장작품전시,현대작가공모전,특별전,외국작가 초청 전시 및 시연, 한국세라믹기술원전), 판매(240여개의 도예공방 참여 도자기 전시 및 판매),체험(물레체험, 도자기 컵 만들기, 대형도자기 소원글 쓰기, 도자기 놀이마당 등)<br>
2. 부대프로그램 : 이벤트( 명장워크숍, 대형도자기 제작, 노천소성 도자기 만들기, 명품 도자 소성작품 경매 등), 사찰음식 시연·시식·체험<br>
3. 소비자 참여 프로그램 : 흥미진진 놀이체험(캐리커처,페이스페인팅, 막걸리 칵테일 제조, 목공,가죽공예 등 다양한 체험<br>
4. 기타 내용 : 콜라보이벤트-행복한 3만원전[도자기컵 한정판매(200세트) + 이천 쌀 증정 ] , 10만원 이상 도자기 구매시 타포린백 증정 이벤트(1500매 한정)",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"2025년 제6회 포천시 청년축제는 ""울림, 다음은 우리의 시간""이라는 슬로건으로 포천시와 포천시 청년축제기획단이 주최하는 축제이다. 2025년 10월11일(토)일 포천종합운동장에서 진행된다. 청년축제는 식전공연, 기념식, 축하공연으로 이루어 지며, 청년들이 즐길 수 있는 다양한 체험부스와 청년버스킹, 공연등 볼거리 즐길거리등이 준비되어 있다.  1. 메인프로그램 : 식전공연 (청년버스킹, 요들송, 밴드팀 공연), 기념행사 (축사, 청년대상시상등), 축하공연 (가수 신용재, 경서, 강승식, 세빈)<br>
2. 부대프로그램 : 청년포토존, 체험부스 운영, 청년영화제<br>
3. 소비자 참여 프로그램 : 청년 OX 퀴즈쇼<br>
4. 기타 내용 : 청년 판매,홍보,체험 부스, 푸드트럭존<br>",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"산과 계곡이 어우러져 경치가 아름다운 포천백운계곡에서 마을 주민이 주관한 제20회 포천백운계곡 동장군 축제가 열린다. ""흰눈 펑펑! 얼음 꽁꽁! 가자! 포천 백운계곡!"" 슬로건으로 2024.12.21~2025.2.2 동안 축제를 개최한다. 약 3천평 부지 내에서 이루어지는 축제는 겨울 여행의 테마가 있는 놀이와 체험프로그램, 먹거리 등 다양한 프로그램이 진행되며, 특히 눈썰매장의 길이가 약120m로 계곡과 주변 경관이 어우러져 눈썰매를 타며 아름다운 경치를 감상할 수 있어 수도권 최고의 겨울 축제임을 자랑한다. 1. 메인프로그램 : 눈썰매, 얼음낚시, 어린이 놀이시설(미니바이킹, 꼬마 기차, 유로번지, 에어바운스)<br>2. 부대프로그램 : 얼음기둥, 노래공연, 동장군 소원나무<br>3. 소비자 참여 프로그램 : 실내 빙어낚시, 이글루, 팽이치기<br>4. 기타 내용 : 바비큐, 국밥, 송어회/구이, 분식, 군밤, 군고구마",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"동구 무등산 인문축제는 광주광역시 무등산국립공원 증심사지구 일원에서 펼쳐지는 인문예술축제로, 무등산의 생태‧인문‧예술자원을 토대로 기획된 다양한 프로그램을 통해 초록의 싱그러운 자연과 인문‧예술이 더해진 색다른 사유의 경험을 제공한다. 1. 불의 길_지혜산책 : <한강의 숲에서>, <소년이 온다> 문학기행, 한 ·일 독자의 밤, 1187라이브러리 바깥도서관, 명사 초청 인문토크  청년문학버스킹 '요즘 무슨 책 읽어?', 작가와 함께하는 동아리 책수다<br>2. 바람의 길_예술산책 : 예술의 길_초록상생 야외갤러리, 캐리커처&페이스페인팅, 버스킹공연 , 한글자모솟대전, 길놀이<무등산호랑이>, 개막공연 오월연극<오!금남식당>, 인문축제 포토존, 시간의 숲, 무등, 폐막공연 업사이클 뮤직, 의재미술과 사생대회 <무등을 그리다><br>3. 마음의 길_마음산책 : 편백숲 북캉스 <숲멍 소풍>, 인문사유정원- 증심사'고요를 찾아서',오방수련원 '차 체험', 보이는 라디오, 주민참여형 무등산 동물인형 만들기, 안녕하세요 무등산 동물님들~, 모두의 놀이터<br>4. 땅의 길_자연산책 : 편백숲 생물 다양성 대탐사<생명을 기록하다>, 체험형 미션투어 <인문지구력게임>, 무등산 유네스코 세계지질공원 체험프로그램, 무등산국립공원 체험프로그램, 지구를 위해 용기내!, 무등산에서 구조된 야생동물 사진전<br>5. 물의 길_인문도시산책 : 개막행사 <무등인문행진>, 인문도시동구 네트워크 전시, 인문팝업 20개부스 (체험 운영), 무등산 청소년 인문골든벨<br>6. 이벤트 : SNS인증 이벤트, 인문스탬프투어, 추억의 보물찾기, 플래시몹",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"천혜의 자연경관을 지닌 쇠소깍 일대에서 오는 9월 20일부터 9월 21일까지 이틀간 펼쳐지는 쇠소깍축제는 올해로 21회째를 맞는 효돈동의 대표축제이다.
테우모형 만들기 등 다채로운 체험 프로그램이 운영되며, 현장 참여 이벤트를 통해 테우, 카약, 제트보트 무료체험도 즐길 수 있다.
이번 축제에서는 청소년 문화·락(樂) 페스티벌을 운영하여 도내 청소년들이 꿈과 끼를 마음껏 펼칠 수 있는 기회를 제공한다.
지역주민이 참여하는 문화공연 뿐만 아니라 초청가수(문희경, 사우스카니발)의 축하공연도 함께 펼쳐지며 축제 첫날인 9월 20일 밤에는 불꽃놀이가 펼쳐져 하효항의 밤을 화려하게 수놓을 예정이다. 1. 여자팔씨름대회, 림보대회 : 사전신청(당일접수도 가능)<br>
2. 테우모형 만들기 등 체험 프로그램 운영, 어린이들을 위한 야외수영장 운영<br>
3. 현장참여 이벤트를 통해 테우, 카약, 제트보트 이용권 제공<br>
4. 향토음식점, 포차, 아이스크림, 핫도그 등 먹거리 부스 운영",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"오는 5월 24일부터 이틀간 무등산 자락 전통문화관과 그 일대에서 2025 무등울림축제가 개최된다. 축제 슬로건인 '산과 바다가 만나는 곳'은 전통문화의 가치를 계승하는 정신과 이를 재해석하여 만드는 다채로운 모습을 산과 바다에 비유한 것이다. 개막공연으로는 광주국악방송과 함께 평소 만나보기 힘들었던 국악인들의 화려한 공연이 펼쳐진다. 먹거리 푸드트럭와 문화장터를 운영하며, 다양한 전통 체험 프로그램을 경험할 수 있다. 1. 메인프로그램 : 개막공연(고영열, 황애리, 예결밴드), 토요상설공연(문명자), 메인공연(김산옥, 임재현, 도하), 북해도 예술단체 공연 등<br>
2. 부대프로그램 : 푸드트럭, 문화장터, 피크닉존, 어린이 체험 프로그램, 도예/전통주 체험 등 ",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"70년 짬뽕역사의 도시, 군산에서 10월 9일부터 12일까지, 4일간 짬뽕페스티벌이 개최된다. 얼큰, 화끈, 개운한 국물 베이스인 해물가득한 짬뽕, 고기짬뽕 등 다양한 테마의 짬뽕을 축제장에서 선보인다. 다양한 체험프로그램과 무대공연도 즐길 수 있는 기회!  '군산짬뽕' 의 맛을 즐길 수 있는 공간, 군산짬뽕페스티벌이 개최된다. 1. 메인프로그램 : 테마별 짬뽕먹거리 부스 운영(고기짬뽕, 해물짬뽕, 이색짬뽕), 짬뽕레스토랑 등 <br>
2. 부대프로그램 : 체험프로그램(배달! 짬뽕의 명수, 보글보글 짬뽕탕, K-관광섬을 이겨라), 공연(마술쇼, 서커스 등) <br>
3. 기타 내용 : 개막식(10.9.(목) 16시30분 예정) ",1.0,0.0,1.0,0.0,0.0,0.0,0.0
" 제48회 심훈상록문화제는 농촌계몽문학의 선구자이면서 우리민족을 사랑하고 헌신한 저항시인인 동시에 소설 상록수의 작가 겸 영화감독이었던 심훈의 상록수 정신을 계승하고자 1977년부터 개최하였다. 시대를 이어나가 2025년 심훈 상록문화제는 48회를 맞이하였으며 당진시 대표 축제로 손꼽힌다. 심훈선생의 정신을 엿볼 수 있는 프로그램 기획과 문학 그리고 문화가 공존하는 축제가 되고자 한다. 1. 메인프로그램 :<br>- 제48회 심훈상록문화제 연계 학술 세미나(주제: 심훈은 건축가인가)_10월 17일<br>- 개막식 : 2025. 10. 18. 오후6시30분 (초대가수 손빈아_TV조선 미스터트롯3 선)<br>- 폐막식 : 2025. 10. 19. 오후7시30분 (초대가수 더크로스 김혁건)<br>- 토크콘서트 이승윤(이승윤-나는 자연인이다)_10월 19일<br>- 전시관: 심훈상록문화제와 함께하는 행복한 하루(전시프로그램, 엽서만들기, 심훈 작품 전시, 포토존 그 외 문학회 작품 전시)<br><br>2. 부대프로그램 :<br>- 심훈선생님의 선물 자동차 무료점검(700대 한정)<br>- 심훈필마당(당진북페어, 도서교환, 도서기부)<br>- 심훈게임존(고전오락실 무료 게임존)<br>- 당진합창제<br>- 올라운드 댄스<br>- 춤추는 실버 장구춤 공연<br>- 당진농악놀이 공연<br>- LY댄스 공연<br>- 심훈상록문화제 백일장( 당진문예의전당 옆 채송공원)<br>- 원당클럽 기타공연<br>- 판타지아 난타공연<br>- 리듬앤점프 줄넘기공연<br>- 당진가족밴드 희낭시애 공연<br>- 2025 심훈 나라사랑 길거리(3X3) 농구대회 ( 당진문예의전당 옆 채송공원)<br><br>3. 참여 프로그램 :<br>- 체험부스 운영<br>- 심훈노래자랑<br><br>4. 기타 :<br>- 제89주기 심훈추모문화제 [일시: 10월 16일(목) 오전10시 장소: 심훈기념관(필경사)]",1.0,0.0,1.0,0.0,0.0,0.0,0.0
